N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0367,Huntail,,Acqua,,Pokémon Abissi,Stadio 1,55,104,105,94,75,52,485,"80,83",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0368,Gorebyss,,Acqua,,Pokémon Sudmarino,Stadio 1,55,84,105,114,75,52,485,"80,83",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0369,Relicanth,,Acqua,Roccia,Pokémon Longevità,Base,100,90,130,45,65,55,485,"80,83",Earthquake,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0370,Luvdisc,,Acqua,,Pokémon Rendezvous,Base,43,30,55,40,65,97,330,"55,00",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0371,Bagon,,Drago,,Pokémon Rocciotesta,Base,45,75,60,40,30,50,300,"50,00",Hydro Pump,Protect,Rest,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0372,Shelgon,,Drago,,Pokémon Resistenza,Stadio 1,65,95,100,60,50,50,420,"70,00",Hydro Pump,Protect,Rest,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0373,Salamence,Forma Normale,Drago,Volante,Pokémon Drago,Stadio 2,95,145,130,120,90,120,700,"116,67",Air Slash,Bulldoze,Draco Meteor,Dragon Claw,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0373,Salamence,Mega Salamence,Drago,Volante,Pokémon Drago,MegaEvoluzione,95,135,80,110,80,100,600,"100,00",Air Slash,Bulldoze,Draco Meteor,Dragon Claw,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0374,Beldum,,Acciaio,Psico,Pokémon Ferrosfera,Base,40,55,80,35,60,30,300,"50,00",,,,,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0375,Metang,,Acciaio,Psico,Pokémon Ferrunghia,Stadio 1,60,75,100,55,80,50,420,"70,00",Earthquake,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0376,Metagross,Forma Normale,Acciaio,Psico,Pokémon Ferrarto,Stadio 2,80,135,130,95,90,70,600,"100,00",Bullet Punch,Earthquake,Ice Punch,Iron Head,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0376,Metagross,Mega Metagross,Acciaio,Psico,Pokémon Ferrarto,MegaEvoluzione,80,145,150,105,110,110,700,"116,67",Bullet Punch,Earthquake,Ice Punch,Iron Head,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0377,Regirock,,Roccia,,Pokémon Picco,Base,80,100,200,50,100,50,580,"96,67",Body Press,Curse,Drain Punch,Earthquake,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0378,Regice,,Ghiaccio,,Pokémon Iceberg,Base,80,50,100,100,200,50,580,"96,67",Ancient Power,Avalanche,Blizzard,Earthquake,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0379,Registeel,,Acciaio,,Pokémon Ferro,Base,80,75,150,75,150,50,580,"96,67",Amnesia,Ancient Power,Body Press,Curse,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0380,Latias,Forma Normale,Drago,Psico,Pokémon Eone,Base,80,80,90,110,130,110,600,"100,00",Air Slash,Ally Switch,Baton Pass,Breaking Swipe,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0380,Latias,Mega Latias,Drago,Psico,Pokémon Eone,MegaEvoluzione,80,100,120,140,150,110,700,"116,67",Air Slash,Ally Switch,Baton Pass,Breaking Swipe,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0381,Latios,Forma Normale,Drago,Psico,Pokémon Eone,Base,80,90,80,130,110,110,600,"100,00",Air Slash,Aura Sphere,Baton Pass,Draco Meteor,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0381,Latios,Mega Latios,Drago,Psico,Pokémon Eone,MegaEvoluzione,80,130,100,160,120,110,700,"116,67",Air Slash,Aura Sphere,Baton Pass,Draco Meteor,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0382,Kyogre,Forma Normale,Acqua,,Pokémon Oceano,Base,100,100,90,150,140,90,670,"111,67",Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0382,Kyogre,Archeo Kyogre,Acqua,,Pokémon Oceano,Archeoevoluzione,100,150,90,180,160,90,770,"128,33",Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0383,Groudon,Forma Normale,Terra,,Pokémon Continente,Base,100,150,140,100,90,90,670,"111,67",Earthquake,Eruption,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0383,Groudon,Archeo Groudon,Terra,Fuoco,Pokémon Continente,Archeoevoluzione,100,180,160,150,90,90,770,"128,33",Earthquake,Eruption,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Erba - Ghiaccio - Acciaio,Erba - Ghiaccio - Acqua,Terra - Roccia - Acqua
#0384,Rayquaza,Forma Normale,Drago,Volante,Pokémon Stratosfera,Base,105,150,90,150,90,95,680,"113,33",Dragon Ascent,Earthquake,Hydro Pump,Ice Beam,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0384,Rayquaza,Mega Rayquaza,Drago,Volante,Pokémon Stratosfera,MegaEvoluzione,105,180,100,180,100,115,780,"130,00",Dragon Ascent,Earthquake,Hydro Pump,Ice Beam,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0385,Jirachi,,Acciaio,Psico,Pokémon Desiderio,Base,100,100,100,100,100,100,600,"100,00",Baton Pass,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0386,Deoxys,Forma Normale,Psico,,Pokémon DNA,Base,50,150,50,150,50,150,600,"100,00",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0386,Deoxys,Forma Attacco,Psico,,Pokémon DNA,Base,50,180,20,180,20,150,600,"100,00",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0386,Deoxys,Forma Difesa,Psico,,Pokémon DNA,Base,50,70,160,70,160,90,600,"100,00",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0386,Deoxys,Forma Velocità,Psico,,Pokémon DNA,Base,50,95,90,95,90,180,600,"100,00",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0387,Turtwig,,Erba,,Pokémon Fogliolina,Base,55,68,64,45,55,31,318,"53,00",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0388,Grotle,,Erba,,Pokémon Boschetto,Stadio 1,75,89,85,55,65,36,405,"67,50",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0389,Torterra,,Erba,Terra,Pokémon Continente,Stadio 2,95,109,105,75,85,56,525,"87,50",,,,,Terra - Roccia - Acqua,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Erba - Ghiaccio - Acqua
#0390,Chimchar,,Fuoco,,Pokémon Scimpanzé,Base,44,58,44,58,44,61,309,"51,50",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0391,Monferno,,Fuoco,Lotta,Pokémon Briccone,Stadio 1,64,78,52,78,52,81,405,"67,50",,,,,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Roccia - Acqua,Folletto - Volante - Psico
#0392,Infernape,,Fuoco,Lotta,Pokémon Fiamma,Stadio 2,76,104,71,104,71,108,534,"89,00",,,,,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Roccia - Acqua,Folletto - Volante - Psico
#0393,Piplup,,Acqua,,Pokémon Pinguino,Base,53,51,53,61,56,40,314,"52,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0394,Prinplup,,Acqua,,Pokémon Pinguino,Stadio 1,64,66,68,81,76,50,405,"67,50",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0395,Empoleon,,Acqua,Acciaio,Pokémon Imperatore,Stadio 2,84,86,88,111,101,60,530,"88,33",,,,,Fuoco - Terra - Roccia,Folletto - Ghiaccio - Roccia,Elettro - Erba,Lotta - Fuoco - Terra
#0396,Starly,,Normale,Volante,Pokémon Storno,Base,40,55,30,30,30,60,245,"40,83",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0397,Staravia,,Normale,Volante,Pokémon Storno,Stadio 1,55,75,50,40,40,80,340,"56,67",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0398,Staraptor,,Normale,Volante,Pokémon Rapace,Stadio 2,85,120,70,50,60,100,485,"80,83",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0399,Bidoof,,Normale,,Pokémon Topaffuto,Base,59,45,40,35,40,31,250,"41,67",,,,,–,–,Lotta,–
#0400,Bibarel,,Normale,Acqua,Pokémon Castoro,Stadio 1,79,85,60,55,60,71,410,"68,33",,,,,–,Fuoco - Terra - Roccia,Lotta,Elettro - Erba
#0401,Kricketot,,Coleottero,,Pokémon Grillo,Base,37,25,41,25,41,25,194,"32,33",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0402,Kricketune,,Coleottero,,Pokémon Grillo,Stadio 1,77,85,51,55,51,65,384,"64,00",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0403,Shinx,,Elettro,,Pokémon Baleno,Base,45,65,34,40,34,45,263,"43,83",Howl,Light Screen,Protect,Rest,Volante - Acqua,–,Terra,–
#0404,Luxio,,Elettro,,Pokémon Favilla,Stadio 1,60,85,49,60,49,60,363,"60,50",Howl,Light Screen,Protect,Rest,Volante - Acqua,–,Terra,–
#0405,Luxray,,Elettro,,Pokémon Occhiluce,Stadio 2,80,120,79,95,79,70,523,"87,17",Baby-Doll Eyes,Crunch,Helping Hand,Howl,Volante - Acqua,–,Terra,–
#0406,Budew,,Erba,Veleno,Pokémon Germoglio,Baby,40,30,35,50,70,55,280,"46,67",Protect,Rest,Toxic,,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0407,Roserade,,Erba,Veleno,Pokémon Floreale,Stadio 2,60,70,65,125,105,90,515,"85,83",Leaf Storm,Protect,Rest,Sleep Powder,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0408,Cranidos,,Roccia,,Pokémon Cranioso,Base,67,125,40,30,30,58,350,"58,33",,,,,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0409,Rampardos,,Roccia,,Pokémon Cranioso,Stadio 1,97,165,60,65,50,58,495,"82,50",,,,,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0410,Shieldon,,Roccia,Acciaio,Pokémon Schermo,Base,30,42,118,42,88,30,350,"58,33",,,,,Coleottero - Fuoco - Volante - Ghiaccio,Folletto - Ghiaccio - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Lotta - Fuoco - Terra
#0411,Bastiodon,,Roccia,Acciaio,Pokémon Schermo,Stadio 1,60,52,168,47,138,30,495,"82,50",,,,,Coleottero - Fuoco - Volante - Ghiaccio,Folletto - Ghiaccio - Roccia,Lotta - Erba - Terra - Acciaio - Acqua,Lotta - Fuoco - Terra
#0412,Burmy,Manto Scarti,Coleottero,,Pokémon Larva,Base,40,29,45,29,45,36,224,"37,33",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0412,Burmy,Manto Sabbia,Coleottero,,Pokémon Larva,Base,40,29,45,29,45,36,224,"37,33",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0412,Burmy,Manto Erba,Coleottero,,Pokémon Larva,Base,40,29,45,29,45,36,224,"37,33",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0413,Wormadam,Manto Scarti,Coleottero,Acciaio,Pokémon Larva,Stadio 1,60,69,95,69,95,36,424,"70,67",,,,,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0413,Wormadam,Manto Sabbia,Coleottero,Terra,Pokémon Larva,Stadio 1,60,79,105,59,85,36,424,"70,67",,,,,Erba - Buio - Psico,Elettro - Fuoco - Veleno - Roccia - Acciaio,Fuoco - Volante - Roccia,Erba - Ghiaccio - Acqua
#0413,Wormadam,Manto Erba,Coleottero,Erba,Pokémon Larva,Stadio 1,60,59,85,79,105,36,424,"70,67",,,,,Erba - Buio - Psico,Terra - Roccia - Acqua,Fuoco - Volante - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0414,Mothim,,Coleottero,Volante,Pokémon Falena,Stadio 2,70,94,50,94,50,66,424,"70,67",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0415,Combee,,Coleottero,Volante,Pokémon Apetta,Base,30,30,42,30,42,70,244,"40,67",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0416,Vespiquen,,Coleottero,Volante,Pokémon Alveare,Stadio 1,70,80,102,80,102,40,474,"79,00",Destiny Bond,Protect,Rest,Roost,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0417,Pachirisu,,Elettro,,Pokémon Elescoiatto,Base,60,45,70,45,90,95,405,"67,50",,,,,Volante - Acqua,–,Terra,–
#0418,Buizel,,Acqua,,Pokémon Maridonnola,Base,55,65,35,60,30,85,330,"55,00",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0419,Floatzel,,Acqua,,Pokémon Maridonnola,Stadio 1,85,105,55,85,50,115,495,"82,50",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0420,Cherubi,,Erba,,Pokémon Ciliegia,Base,45,35,45,62,53,35,275,"45,83",Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0421,Cherrim,Forma Nuvola,Erba,,Pokémon Bocciolo,Stadio 1,70,60,70,87,78,85,450,"75,00",Dazzling Gleam,Energy Ball,Grassy Glide,Heal Pulse,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0421,Cherrim,Forma Splendore,Erba,,Pokémon Bocciolo,Stadio 1,70,90,70,87,117,85,519,"86,50",Dazzling Gleam,Energy Ball,Grassy Glide,Heal Pulse,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0422,Shellos,Forma Mare Ovest,Acqua,,Pokémon Lumacomare,Base,76,48,48,57,62,34,325,"54,17",Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0422,Shellos,Forma Mare Est,Acqua,,Pokémon Lumacomare,Base,76,48,48,57,62,34,325,"54,17",Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0423,Gastrodon,Forma Mare Ovest,Acqua,Terra,Pokémon Lumacomare,Stadio 1,111,83,68,92,82,39,475,"79,17",Acid Armor,Clear Smog,Earth Power,Earthquake,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0423,Gastrodon,Forma Mare Est,Acqua,Terra,Pokémon Lumacomare,Stadio 1,111,83,68,92,82,39,475,"79,17",Acid Armor,Clear Smog,Earth Power,Earthquake,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0424,Ambipom,,Normale,,Pokémon Lungacoda,Stadio 1,75,100,66,60,66,115,482,"80,33",,,,,–,–,Lotta,–
#0425,Drifloon,,Spettro,Volante,Pokémon Pallone,Base,90,50,34,60,44,70,348,"58,00",Baton Pass,Destiny Bond,Knock Off,Protect,Spettro - Psico,Coleottero - Lotta - Erba,Buio - Spettro,Elettro - Ghiaccio - Roccia
#0426,Drifblim,,Spettro,Volante,Pokémon Dirigibile,Stadio 1,150,80,44,90,54,80,498,"83,00",Acrobatics,Ally Switch,Baton Pass,Clear Smog,Spettro - Psico,Coleottero - Lotta - Erba,Buio - Spettro,Elettro - Ghiaccio - Roccia
#0427,Buneary,,Normale,,Pokémon Coniglio,Base,55,66,44,44,56,85,350,"58,33",Baton Pass,Fake Out,Ice Beam,Protect,–,–,Lotta,–
#0428,Lopunny,Forma Normale,Normale,,Pokémon Coniglio,Stadio 1,65,76,84,54,96,105,480,"80,00",Acrobatics,Aura Sphere,Baby-Doll Eyes,Baton Pass,–,–,Lotta,–
#0428,Lopunny,Mega Lopunny,Normale,Lotta,Pokémon Coniglio,MegaEvoluzione,65,136,94,54,96,135,580,"96,67",Acrobatics,Aura Sphere,Baby-Doll Eyes,Baton Pass,–,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta,Folletto - Volante - Psico
#0429,Mismagius,,Spettro,,Pokémon Stregone,Stadio 1,60,60,60,105,105,105,495,"82,50",,,,,Spettro - Psico,–,Buio - Spettro,–
#0430,Honchkrow,,Buio,Volante,Pokémon Grancapo,Stadio 1,100,125,52,105,52,71,505,"84,17",,,,,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0431,Glameow,,Normale,,Pokémon Felide,Base,49,55,42,42,37,85,310,"51,67",,,,,–,–,Lotta,–
#0432,Purugly,,Normale,,Pokémon Gattotigre,Stadio 1,71,82,64,64,59,112,452,"75,33",,,,,–,–,Lotta,–
#0433,Chingling,,Psico,,Pokémon Sonaglio,Baby,45,30,50,65,50,45,285,"47,50",,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0434,Stunky,,Veleno,Buio,Pokémon Moffetta,Base,63,63,47,41,41,74,329,"54,83",Protect,Rest,Snarl,Taunt,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0435,Skuntank,,Veleno,Buio,Pokémon Moffetta,Stadio 1,103,93,67,71,61,84,479,"79,83",Protect,Rest,Snarl,Taunt,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0436,Bronzor,,Acciaio,Psico,Pokémon Bronzo,Base,57,24,86,24,86,23,300,"50,00",Earthquake,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0437,Bronzong,,Acciaio,Psico,Pokémon Squibronzo,Stadio 1,67,89,116,79,116,33,500,"83,33",Ally Switch,Body Press,Bulldoze,Earthquake,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0438,Bonsly,,Roccia,,Pokémon Bonsai,Baby,50,80,95,10,45,10,290,"48,33",Protect,Rest,Stealth Rock,Toxic,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0439,Mime Jr.,,Psico,Folletto,Pokémon Mimo,Baby,20,25,45,70,90,60,310,"51,67",,,,,Lotta - Veleno,Lotta - Buio - Drago,Coleottero - Buio - Spettro,Veleno - Acciaio
#0440,Happiny,,Normale,,Pokémon Ovettino,Baby,100,5,5,15,65,30,220,"36,67",Light Screen,Protect,Rest,Stored Power,–,–,Lotta,–
#0441,Chatot,,Normale,Volante,Pokémon Musicale,Base,76,65,45,92,42,91,411,"68,50",,,,,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0442,Spiritomb,,Spettro,Buio,Pokémon Proibito,Base,50,92,108,92,108,35,485,"80,83",Ally Switch,Burning Jealousy,Dark Pulse,Destiny Bond,Spettro - Psico,Spettro - Psico,Buio - Spettro,Coleottero - Folletto - Lotta
#0443,Gible,,Drago,Terra,Pokémon Squaloterra,Base,58,70,45,40,45,42,300,"50,00",Earthquake,Protect,Rest,Stealth Rock,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0444,Gabite,,Drago,Terra,Pokémon Grotta,Stadio 1,68,90,65,50,55,82,410,"68,33",Earthquake,Protect,Rest,Stealth Rock,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0445,Garchomp,Forma Normale,Drago,Terra,Pokémon Mach,Stadio 2,108,130,95,80,85,102,600,"100,00",Bulldoze,Dragon Claw,Earthquake,Fire Fang,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0445,Garchomp,Mega Garchomp,Drago,Terra,Pokémon Mach,MegaEvoluzione,108,170,115,120,95,92,700,"116,67",Bulldoze,Dragon Claw,Earthquake,Fire Fang,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0446,Munchlax,,Normale,,Pokémon Ghiottone,Baby,135,85,40,40,85,5,390,"65,00",Earthquake,Hydro Pump,Ice Beam,Protect,–,–,Lotta,–
#0447,Riolu,,Lotta,,Pokémon Emanazione,Baby,40,70,40,35,40,60,285,"47,50",Coaching,Copycat,Detect,Drain Punch,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0448,Lucario,Forma Normale,Lotta,Acciaio,Pokémon Aura,Stadio 1,70,110,70,115,70,90,525,"87,50",,Aura Sphere,Bullet Punch,Close Combat,Buio - Ghiaccio - Normale - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Folletto - Volante - Psico,Lotta - Fuoco - Terra
#0448,Lucario,Mega Lucario,Lotta,Acciaio,Pokémon Aura,MegaEvoluzione,70,145,88,140,70,112,625,"104,17",,Aura Sphere,Bullet Punch,Close Combat,Buio - Ghiaccio - Normale - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Folletto - Volante - Psico,Lotta - Fuoco - Terra
#0449,Hippopotas,,Terra,,Pokémon Ippo,Base,68,72,78,38,42,32,330,"55,00",Earthquake,Protect,Rest,Stealth Rock,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0450,Hippowdon,,Terra,,Pokémon Grandepeso,Stadio 1,108,112,118,68,72,47,525,"87,50",,,,,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0451,Skorupi,,Veleno,Coleottero,Pokémon Scorpione,Base,40,50,90,30,55,65,330,"55,00",Knock Off,Protect,Rest,Taunt,Folletto - Erba,Erba - Buio - Psico,Terra - Psico,Fuoco - Volante - Roccia
#0452,Drapion,,Veleno,Buio,Pokémon Scorpiaccio,Stadio 1,70,90,110,60,75,95,500,"83,33",Brick Break,Cross Poison,Crunch,Earthquake,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0453,Croagunk,,Veleno,Lotta,Pokémon Inveieleno,Base,48,61,40,61,40,50,300,"50,00",Baton Pass,Earthquake,Fake Out,Knock Off,Folletto - Erba,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Psico,Folletto - Volante - Psico
#0454,Toxicroak,,Veleno,Lotta,Pokémon Inveieleno,Stadio 1,83,106,65,86,65,85,490,"81,67",Baton Pass,Bounce,Drain Punch,Earthquake,Folletto - Erba,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Psico,Folletto - Volante - Psico
#0455,Carnivine,,Erba,,Pokémon Insettivoro,Base,74,100,72,90,72,46,454,"75,67",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0456,Finneon,,Acqua,,Pokémon Pescealato,Base,49,49,56,49,61,66,330,"55,00",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0457,Lumineon,,Acqua,,Pokémon Neon,Stadio 1,69,69,76,69,86,91,460,"76,67",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0458,Mantyke,,Acqua,Volante,Pokémon Aquilone,Baby,45,20,50,60,120,50,345,"57,50",Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0459,Snover,,Erba,Ghiaccio,Pokémon Albergelo,Base,60,62,50,62,60,40,334,"55,67",Ice Beam,Light Screen,Protect,Rest,Terra - Roccia - Acqua,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Roccia - Acciaio
#0460,Abomasnow,Forma Normale,Erba,Ghiaccio,Pokémon Albergelo,Stadio 1,90,92,75,92,85,60,494,"82,33",Aurora Veil,Blizzard,Earth Power,Earthquake,Terra - Roccia - Acqua,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Roccia - Acciaio
#0460,Abomasnow,Mega Abomasnow,Erba,Ghiaccio,Pokémon Albergelo,MegaEvoluzione,90,132,105,132,105,30,594,"99,00",Aurora Veil,Blizzard,Earth Power,Earthquake,Terra - Roccia - Acqua,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Roccia - Acciaio
#0461,Weavile,,Buio,Ghiaccio,Pokémon Lamartigli,Stadio 1,70,120,65,45,85,125,510,"85,00",Beat Up,Fake Out,Fake Tears,Foul Play,Spettro - Psico,Drago - Volante - Erba - Terra,Coleottero - Folletto - Lotta,Lotta - Fuoco - Roccia - Acciaio
#0462,Magnezone,,Elettro,Acciaio,Pokémon Magnetico,Stadio 2,70,70,115,130,90,60,535,"89,17",,Ally Switch,Body Press,Flash Cannon,Volante - Acqua,Folletto - Ghiaccio - Roccia,Terra,Lotta - Fuoco - Terra
#0463,Lickilicky,,Normale,,Pokémon Linguaccia,Stadio 1,110,85,95,80,95,50,515,"85,83",Belly Drum,Body Press,Body Slam,Bulldoze,–,–,Lotta,–
